person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,is_high_income,is_large_loan,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_A,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file_N,cb_person_default_on_file_Y,default_probability,loan_status
0.01666666666666665,0.010905961139407658,0.16666666666666666,0.11807580174927114,0.3825842696629214,0.18,0.03571428571428571,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.14583823339462765,0
0.09999999999999999,0.02716665094636232,0.3,0.32944606413994165,0.0674157303370787,0.2,0.03571428571428571,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0.009192743560554899,0
0.31666666666666665,0.06376548449977991,0.13333333333333333,0.7084548104956268,0.27134831460674164,0.19,0.5357142857142857,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.01314319850313024,0
0.033333333333333326,0.027412280701754384,0.2,0.6865889212827988,0.5556179775280901,0.4,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.5361003272777481,1
0.049999999999999996,0.013657014399798778,0.0,0.22740524781341107,0.43483146067415734,0.27,0.07142857142857142,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.13301962145763252,0
0.08333333333333333,0.01267449537823052,0.03333333333333334,0.13411078717201166,0.553370786516854,0.18,0.03571428571428571,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.191981744563189,0
0.06666666666666665,0.0706431176507577,0.26666666666666666,0.7084548104956268,0.5556179775280901,0.17,0.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.9523425103534651,1
0.25,0.06573052254291642,0.06666666666666667,0.3877551020408163,0.13932584269662926,0.1,0.21428571428571427,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.008194312580482449,0
0.09999999999999999,0.09127601710369113,0.1,0.5626822157434401,0.37977528089887647,0.11,0.07142857142857142,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.004828583439916113,0
0.049999999999999996,0.0801244262088914,0.03333333333333334,0.5626822157434401,0.38146067415730345,0.12,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.020115666170232742,0
0.23333333333333334,0.058066874174684015,0.16666666666666666,0.17784256559766765,0.2938202247191012,0.06,0.2857142857142857,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.025836213993877945,0
0.049999999999999996,0.05688785134880211,0.16666666666666666,0.15451895043731778,0.2567415730337079,0.05,0.03571428571428571,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.03694700456703267,0
0.049999999999999996,0.01709583097528768,0.03333333333333334,0.4169096209912536,0.38146067415730345,0.38,0.07142857142857142,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.9945064377682403,1
0.11666666666666665,0.015130792932151164,0.1,0.15451895043731778,0.11629213483146073,0.17,0.2857142857142857,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.06362298886407346,0
0.18333333333333335,0.03026158586430233,0.5,0.7084548104956268,0.11741573033707867,0.38,0.24999999999999997,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.949207228232564,1
0.19999999999999998,0.02360796705024209,0.43333333333333335,0.1078717201166181,0.3151685393258427,0.08,0.10714285714285714,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.18103921873711612,0
0.26666666666666666,0.19837059045463118,0.4,0.9999999999999999,0.13932584269662926,0.09,0.3928571428571428,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.04823557811183285,0
0.08333333333333333,0.023408515688863735,0.06666666666666667,0.08454810495626824,0.4814606741573034,0.06,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.11894665109556597,0
0.2833333333333333,0.05688785134880211,0.16666666666666666,0.1370262390670554,0.03202247191011237,0.04,0.5357142857142857,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.01029667126774097,0
0.09999999999999999,0.09029349808212286,0.3333333333333333,0.5626822157434401,0.6921348314606741,0.11,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.26521337232501263,0
0.06666666666666665,0.02495598314783374,0.13333333333333333,0.1836734693877551,0.09662921348314607,0.13,0.03571428571428571,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.02350148641724748,0
0.06666666666666665,0.027481057033264162,0.06666666666666667,0.1836734693877551,0.17808988764044945,0.12,0.03571428571428571,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0.0038501926767140512,0
0.09999999999999999,0.019060869018424194,0.16666666666666666,0.20699708454810495,0.13820224719101126,0.18,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.03589197469891085,0
0.11666666666666665,0.04116754700370999,0.13333333333333333,0.3877551020408163,0.3932584269662922,0.16,0.2857142857142857,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.004711635240623279,0
0.033333333333333326,0.030507215619694394,0.1,0.19825072886297376,0.5359550561797755,0.1,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.8457137487228742,1
0.09999999999999999,0.05983540841350688,0.13333333333333333,0.19825072886297376,0.4775280898876405,0.06,0.03571428571428571,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.12727972347691802,0
0.01666666666666665,0.006288121738036848,0.1,0.14723032069970846,0.19550561797752813,0.34,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.9766455389549472,1
0.06666666666666665,0.028886059234106767,0.26666666666666666,0.5626822157434401,0.7702247191011237,0.32,0.03571428571428571,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.4698603372245254,0
0.09999999999999999,0.009726938313525748,0.0,0.11953352769679301,0.3151685393258427,0.2,0.03571428571428571,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.11063948897191041,0
0.033333333333333326,0.014148273910582907,0.2,0.32944606413994165,0.252247191011236,0.36,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.09833824973309953,0
0.16666666666666666,0.047062661133119535,0.03333333333333334,0.008746355685131213,0.35337078651685405,0.01,0.14285714285714285,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.0528480205925398,0
0.19999999999999998,0.029868578255675026,0.4,0.27113702623906705,0.3691011235955057,0.15,0.10714285714285714,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.0017947591181016965,0
0.19999999999999998,0.028501403037162795,0.06666666666666667,0.15451895043731778,0.4971910112359551,0.1,0.14285714285714285,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.1541758656923038,0
0.08333333333333333,0.01611331195371942,0.0,0.18950437317784258,0.3325842696629214,0.19,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.21505957814656784,0
0.049999999999999996,0.017587090486071807,0.1,0.27113702623906705,0.2994382022471911,0.25,0.07142857142857142,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.05918697682214981,0
0.18333333333333335,0.03743397472175061,0.0,0.32944606413994165,0.10505617977528095,0.15,0.2857142857142857,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.01134099712776765,0
0.18333333333333335,0.06425674401056404,0.4,0.4169096209912536,0.4735955056179776,0.11,0.2857142857142857,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.06726106805771957,0
0.033333333333333326,0.0293773187448909,0.03333333333333334,0.1727405247813411,0.0674157303370787,0.1,0.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.03028780709051356,0
0.08333333333333333,0.0045097623089983,0.0,0.06122448979591838,0.5162921348314607,0.21,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.9501145730759467,1
0.23333333333333334,0.46365072627806075,0.6,0.03790087463556854,0.2567415730337079,0.0,0.17857142857142855,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.2282111427013099,0
0.23333333333333334,0.04871476686788656,0.13333333333333333,0.4169096209912536,0.3151685393258427,0.15,0.21428571428571427,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.056005879518340775,0
0.06666666666666665,0.018569609507640066,0.0,0.32944606413994165,0.12584269662921352,0.29,0.07142857142857142,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0.029895538376037645,0
0.21666666666666667,0.046571401622335404,0.26666666666666666,0.6793002915451894,0.33370786516853934,0.24,0.17857142857142855,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.03822226326519684,0
0.08333333333333333,0.012185200905489529,0.16666666666666666,0.32944606413994165,0.4168539325842697,0.41,0.07142857142857142,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.9715684197839157,1
0.09999999999999999,0.014639533421367036,0.03333333333333334,0.13994169096209913,0.4320224719101124,0.16,0.03571428571428571,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.22031202666573613,0
0.049999999999999996,0.029868578255675026,0.23333333333333334,0.12536443148688048,0.11292134831460676,0.08,0.07142857142857142,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.05506312631448494,0
0.033333333333333326,0.03212837200528202,0.2,0.32944606413994165,0.10505617977528095,0.17,0.07142857142857142,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.02929123980702144,0
0.18333333333333335,0.017587090486071807,0.16666666666666666,0.052478134110787195,0.4387640449438203,0.06,0.10714285714285714,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0840309454595019,0
0.08333333333333333,0.01621156385587625,0.06666666666666667,0.06122448979591838,0.6106741573033708,0.08,0.03571428571428571,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.7162036413046261,1
0.13333333333333333,0.012084983965289566,0.03333333333333334,0.4169096209912536,0.5185393258426967,0.52,0.21428571428571427,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.9800114924578445,1
0.01666666666666665,0.0362549518958687,0.03333333333333334,0.39577259475218657,0.252247191011236,0.18,0.07142857142857142,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.05738767057763262,0
0.06666666666666665,0.014639533421367036,0.0,0.21282798833819241,0.6219101123595505,0.24,0.03571428571428571,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.9307748564375677,1
0.06666666666666665,0.0249540181097906,0.0,0.3440233236151603,0.41853932584269665,0.23,0.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.10592518858514333,0
0.08333333333333333,0.02053464755077658,0.03333333333333334,0.2565597667638484,0.3151685393258427,0.21,0.03571428571428571,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.022192090042609053,0
0.16666666666666666,0.028638464440671568,0.4666666666666667,0.07288629737609331,0.3151685393258427,0.05,0.21428571428571427,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.14060963002550483,0
0.11666666666666665,0.046571401622335404,0.13333333333333333,0.24198250728862972,0.09662921348314607,0.09,0.21428571428571427,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0.000756097425633896,0
0.25,0.02151716657234484,0.0,0.07871720116618078,0.4292134831460675,0.07,0.24999999999999997,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.058419296992087484,0
0.049999999999999996,0.016111346915676283,0.13333333333333333,0.27113702623906705,0.11741573033707867,0.27,0.03571428571428571,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.045855779178928684,0
0.09999999999999999,0.035272432874300444,0.16666666666666666,0.3236151603498542,0.4320224719101124,0.16,0.03571428571428571,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.07762170973882862,0
0.06666666666666665,0.033307394831163926,0.1,0.15451895043731778,0.12584269662921352,0.08,0.03571428571428571,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.05250971248611813,0
0.13333333333333333,0.05443155379488146,0.0,0.06268221574344024,0.06292134831460677,0.02,0.17857142857142855,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0796321302661721,0
0.06666666666666665,0.010905961139407658,0.0,0.15451895043731778,0.19550561797752813,0.23,0.07142857142857142,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.08542363534163241,0
0.15,0.017587090486071807,0.03333333333333334,0.08454810495626824,0.17808988764044945,0.09,0.10714285714285714,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.06380041540166702,0
0.06666666666666665,0.029868578255675026,0.0,0.08454810495626824,0.2904494382022472,0.06,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.05969586689546159,0
0.09999999999999999,0.01709583097528768,0.0,0.14285714285714285,0.6219101123595505,0.14,0.03571428571428571,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.8929197673077466,1
0.033333333333333326,0.014148273910582907,0.2,0.24198250728862972,0.3691011235955057,0.27,0.07142857142857142,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.2824436804682998,0
0.2833333333333333,0.015130792932151164,0.16666666666666666,0.09620991253644316,0.21910112359550565,0.11,0.4999999999999999,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.102498395412461,0
0.033333333333333326,0.02446472363704961,0.13333333333333333,0.14285714285714285,0.23651685393258437,0.1,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.012063709465135389,0
0.06666666666666665,0.01644736842105263,0.26666666666666666,0.4169096209912536,0.8089887640449439,0.4,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.9559745214251654,1
0.08333333333333333,0.02053464755077658,0.0,0.5553935860058309,0.6337078651685394,0.43,0.07142857142857142,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5661746327925846,1
0.13333333333333333,0.010218197824309877,0.03333333333333334,0.32944606413994165,0.24775280898876412,0.48,0.24999999999999997,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.9748808457624207,1
0.049999999999999996,0.04116754700370999,0.23333333333333334,0.34329446064139935,0.034269662921348365,0.14,0.07142857142857142,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0.019485803284567116,0
0.033333333333333326,0.01709583097528768,0.1,0.17201166180758018,0.3151685393258427,0.17,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.08477437636746792,0
0.13333333333333333,0.012881806891781424,0.4,0.12536443148688048,0.1724719101123596,0.16,0.24999999999999997,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.06054717286092848,0
0.033333333333333326,0.01905890398038106,0.1,0.11953352769679301,0.3151685393258427,0.11,0.07142857142857142,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0841383668501389,0
0.08333333333333333,0.04067628749292586,0.13333333333333333,0.358600583090379,0.3280898876404495,0.15,0.03571428571428571,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.08706821297567396,0
0.09999999999999999,0.03428991385273218,0.1,0.24198250728862972,0.2573033707865169,0.12,0.03571428571428571,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.044920867470328536,0
0.08333333333333333,0.03674621140665283,0.1,0.3877551020408163,0.08426966292134835,0.18,0.0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0.0012855605309663961,0
0.049999999999999996,0.015622052442935293,0.23333333333333334,0.21282798833819241,0.5747191011235956,0.22,0.07142857142857142,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.13208879676925345,0
0.15,0.03428991385273218,0.43333333333333335,0.314868804664723,0.35337078651685405,0.16,0.2857142857142857,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.07223227468130602,0
0.049999999999999996,0.03275325410299943,0.23333333333333334,0.27113702623906705,0.3151685393258427,0.14,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.09205864142147069,0
0.13333333333333333,0.023482204615481353,0.16666666666666666,0.06122448979591838,0.31292134831460683,0.05,0.21428571428571427,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.11330606414567408,0
0.3,0.006661478966232783,0.13333333333333333,0.06122448979591838,0.3151685393258427,0.16,0.4999999999999999,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.7015257274913925,1
0.31666666666666665,0.04534325284537508,0.13333333333333333,0.3994169096209912,0.5494382022471911,0.15,0.3214285714285714,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.8112345319716224,1
0.06666666666666665,0.024063855876249762,0.26666666666666666,0.3731778425655976,0.31292134831460683,0.25,0.07142857142857142,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.10995158643329445,0
0.09999999999999999,0.02151716657234484,0.3333333333333333,0.10276967930029156,0.24775280898876412,0.09,0.03571428571428571,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.12957230332759426,0
0.4,0.08243138087153366,0.6333333333333333,0.7084548104956268,0.23595505617977527,0.15,0.3214285714285714,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.04051735841742148,0
0.18333333333333335,0.036795337357731245,0.13333333333333333,0.5379008746355685,0.08820224719101127,0.24,0.14285714285714285,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.008652380486708279,0
0.06666666666666665,0.05590533232723385,0.26666666666666666,0.12536443148688048,0.0,0.04,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.03039392432884396,0
0.25,0.007368892661761932,0.06666666666666667,0.08673469387755103,0.1724719101123596,0.19,0.17857142857142855,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0.8223186999231723,1
0.06666666666666665,0.012183235867446391,0.06666666666666667,0.052478134110787195,0.3151685393258427,0.09,0.07142857142857142,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.5733401521223737,1
0.5166666666666667,0.011691976356662264,0.1,0.21282798833819241,0.3617977528089888,0.29,0.8571428571428571,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.17396432558688324,0
0.08333333333333333,0.037237470917436954,0.3,0.3877551020408163,0.5730337078651686,0.17,0.07142857142857142,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.1431701639468607,0
0.15,0.0396937684713576,0.1,0.1836734693877551,0.08426966292134835,0.08,0.21428571428571427,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.016599518478685942,0
0.06666666666666665,0.02397346412626548,0.1,0.26530612244897955,0.11741573033707867,0.18,0.07142857142857142,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.022314573479634957,0
0.033333333333333326,0.047062661133119535,0.1,0.32944606413994165,0.31966292134831464,0.12,0.03571428571428571,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.0019535290894132223,0
0.033333333333333326,0.01611331195371942,0.1,0.4169096209912536,0.06292134831460677,0.41,0.03571428571428571,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.11642453066443519,0
0.26666666666666666,0.033307394831163926,0.16666666666666666,0.46064139941690957,0.46011235955056184,0.23,0.3214285714285714,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.09232549571119981,0
0.06666666666666665,0.033307394831163926,0.26666666666666666,0.3877551020408163,0.13932584269662926,0.19,0.07142857142857142,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.07103831311033218,0
0.049999999999999996,0.03900600515625982,0.23333333333333334,0.4169096209912536,0.1724719101123596,0.18,0.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.06382769618335107,0
0.19999999999999998,0.027412280701754384,0.06666666666666667,0.18731778425655976,0.2567415730337079,0.12,0.17857142857142855,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.00988741503564095,0
0.049999999999999996,0.007761900270389234,0.06666666666666667,0.1661807580174927,0.2938202247191012,0.32,0.07142857142857142,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.794535735734917,1
0.049999999999999996,0.02269618939822675,0.23333333333333334,0.22376093294460642,0.11741573033707867,0.17,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.20014396634440945,0
0.01666666666666665,0.03743397472175061,0.16666666666666666,0.3994169096209912,0.3151685393258427,0.18,0.07142857142857142,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0.023957538154449887,0
0.049999999999999996,0.011200716845878134,0.0,0.008746355685131213,0.5938202247191012,0.04,0.03571428571428571,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.6451905658877576,1
0.15,0.03232684084763881,0.0,0.21282798833819241,0.23651685393258437,0.11,0.24999999999999997,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.02943663660443678,0
0.3333333333333333,0.05934414890272275,0.03333333333333334,0.6865889212827988,0.3151685393258427,0.19,0.5357142857142857,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.07838918736262857,0
0.06666666666666665,0.02148179588756838,0.03333333333333334,0.15451895043731778,0.399438202247191,0.13,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.05836289011920384,0
0.033333333333333326,0.06089898525435452,0.2,0.3877551020408163,0.19775280898876407,0.11,0.03571428571428571,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.03395215904217798,0
0.13333333333333333,0.016604571464503552,0.16666666666666666,0.22448979591836735,0.11741573033707867,0.22,0.17857142857142855,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0.02432875963587356,0
0.21666666666666667,0.015622052442935293,0.1,0.20699708454810495,0.09662921348314607,0.22,0.2857142857142857,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.11185300730022751,0
0.09999999999999999,0.028836933283028356,0.13333333333333333,0.30029154518950435,0.13932584269662926,0.15,0.03571428571428571,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.14597903574142415,0
0.049999999999999996,0.022501650631956232,0.23333333333333334,0.05830903790087466,0.03202247191011237,0.05,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.12429436602533367,0
0.033333333333333326,0.023285700811167702,0.06666666666666667,0.1836734693877551,0.42471910112359557,0.14,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.1234513314119903,0
